id,name,plan_type,hsa_eligible,individual_medical_deductible,family_medical_deductible,plan_coinsurance,premium,child_eyewear,child_eye_exam,child_dental,level,plan_levels
70893GA0060014,Standard Gold SELECT Wellstar,HMO,False,1500,3000,25,3154.12,0,0,0,gold,5.0
70893GA0060013,Standard Silver SELECT Wellstar,HMO,False,5000,10000,40,3024.68,0,0,0,silver,1.0
70893GA0010077,Standard Silver,HMO,False,5000,10000,40,3292.77,0,0,0,silver,1.0
70893GA0010074,Elite Gold,HMO,False,0,0,30,3841.07,0,0,0,gold,5.0
70893GA0010071,Everyday Gold,HMO,False,750,1500,35,3420.49,0,0,0,gold,5.0
70893GA0010078,Standard Gold,HMO,False,1500,3000,25,3433.67,0,0,0,gold,5.0
70893GA0030017,Complete Silver + Vision + Adult Dental,HMO,False,6000,12000,40,3425.39,0,0,0,silver,1.0
70893GA0030070,Focused Silver + Vision + Adult Dental,HMO,False,6300,12600,50,3416.62,0,0,0,silver,1.0
70893GA0030020,Complete Gold + Vision + Adult Dental,HMO,False,1450,2900,20,3623.06,0,0,0,gold,5.0
70893GA0030074,Clear Gold + Vision + Adult Dental,HMO,False,900,1800,30,3463.23,0,0,0,gold,5.0
70893GA0030071,Everyday Gold + Vision + Adult Dental,HMO,False,750,1500,35,3518.22,0,0,0,gold,5.0
70893GA0030077,Standard Silver + Vision + Adult Dental,HMO,False,5000,10000,40,3386.84,0,0,0,silver,1.0
70893GA0030078,Standard Gold + Vision + Adult Dental,HMO,False,1500,3000,25,3531.8,0,0,0,gold,5.0
70893GA0030075,Elite Gold + Vision + Adult Dental,HMO,False,0,0,30,3950.82,0,0,0,gold,5.0
70893GA0010017,Complete Silver,HMO,False,6000,12000,40,3330.24,0,0,0,silver,1.0
70893GA0010020,Complete Gold,HMO,False,1450,2900,20,3522.41,0,0,0,gold,5.0
70893GA0010068,Clear Silver with $0 Insulin Options,HMO,False,6500,13000,0,3266.88,0,0,0,silver,1.0
70893GA0010070,Focused Silver,HMO,False,6300,12600,50,3321.71,0,0,0,silver,1.0
70893GA0010073,Clear Gold,HMO,False,900,1800,30,3367.03,0,0,0,gold,5.0
15105GA0020008,Connect Silver 7000 Indiv Med Deductible,HMO,False,7000,14000,50,3769.3,0,0,0,silver,1.0
15105GA0020007,Connect Silver 5000 Indiv Med Deductible,HMO,False,5000,10000,40,3802.71,0,0,0,silver,1.0
15105GA0020006,Connect Silver 3700 Indiv Med Deductible,HMO,False,3700,7400,40,3775.46,0,0,0,silver,1.0
15105GA0020010,Connect Silver 2700 Indiv Med Deductible Enhanced Diabetes Care,HMO,False,2700,5400,40,3800.96,0,0,0,silver,1.0
15105GA0020012,Connect Gold 500 Indiv Med Deductible,HMO,False,500,1000,20,4988.96,0,0,0,gold,5.0
45495GA0040006,Ambetter Health Solutions Gold 2500,EPO,False,2500,5000,20,3634.62,0,0,0,gold,
45495GA0040005,Ambetter Health Solutions Gold 1500,EPO,False,1500,3000,20,3706.11,0,0,0,gold,
45495GA0040011,Ambetter Health Solutions Silver 4500,EPO,False,4500,9000,30,2932.47,0,0,0,silver,
45495GA0040007,Ambetter Health Solutions Gold 3000,EPO,False,3000,6000,20,3466.12,0,0,0,gold,
45495GA0040008,Ambetter Health Solutions Gold 3500,EPO,False,3500,7000,20,3595.57,0,0,0,gold,
45495GA0040010,Ambetter Health Solutions Silver 3500,EPO,False,3500,7000,30,3002.12,0,0,0,silver,
45495GA0040009,Ambetter Health Solutions Silver 1350,EPO,False,1350,2700,50,3157.95,0,0,0,silver,
45495GA0040012,Ambetter Health Solutions Silver 5500,EPO,False,5500,11000,50,3012.07,0,0,0,silver,
45495GA0040014,Ambetter Health Solutions Silver HSA 4000,EPO,True,4000,8000,20,2972.07,0,0,0,silver,
45495GA0040013,Ambetter Health Solutions Silver Copay HSA 4000,EPO,True,4000,8000,30,2961.67,0,0,0,silver,
45495GA0050005,Ambetter Health Solutions Gold 1500 + Vision + Adult Dental,EPO,False,1500,3000,20,3813.1,0,0,0,gold,
45495GA0050006,Ambetter Health Solutions Gold 2500 + Vision + Adult Dental,EPO,False,2500,5000,20,3739.54,0,0,0,gold,
45495GA0050008,Ambetter Health Solutions Gold 3500 + Vision + Adult Dental,EPO,False,3500,7000,20,3699.37,0,0,0,gold,
45495GA0050007,Ambetter Health Solutions Gold 3000 + Vision + Adult Dental,EPO,False,3000,6000,20,3566.19,0,0,0,gold,
45495GA0050009,Ambetter Health Solutions Silver 1350 + Vision + Adult Dental,EPO,False,1350,2700,50,3249.12,0,0,0,silver,
45495GA0050012,Ambetter Health Solutions Silver 5500 + Vision + Adult Dental,EPO,False,5500,11000,50,3099.01,0,0,0,silver,
45495GA0050010,Ambetter Health Solutions Silver 3500 + Vision + Adult Dental,EPO,False,3500,7000,30,3088.8,0,0,0,silver,
45495GA0050013,Ambetter Health Solutions Silver Copay HSA 4000 + Vision + Adult Dental,EPO,True,4000,8000,30,3047.16,0,0,0,silver,
45495GA0050014,Ambetter Health Solutions Silver HSA 4000 + Vision + Adult Dental,EPO,True,4000,8000,20,3057.86,0,0,0,silver,
45495GA0050011,Ambetter Health Solutions Silver 4500 + Vision + Adult Dental,EPO,False,4500,9000,30,3017.13,0,0,0,silver,
45334GA0020001,Anthem Silver Blue Value 3500 ($0 Virtual Visits + $0 Select Drugs),HMO,False,3500,7000,40,3093.83,0,0,0,silver,1.0
45334GA0020002,Anthem Silver Blue Value 4000 ($0 Virtual Visits + $0 Select Drugs),HMO,False,4000,8000,40,3055.84,0,0,0,silver,1.0
45334GA0020004,Anthem Silver Blue Value 4500 ($0 Virtual Visits + $0 Select Drugs),HMO,False,4500,9000,40,3045.25,0,0,0,silver,1.0
45334GA0020012,Anthem Silver Blue Value 5900/40%,HMO,False,5900,11800,40,3062.6,0,0,0,silver,1.0
45334GA0020005,Anthem Gold Blue Value 2550 ($0 Virtual Visits + $0 Select Drugs),HMO,False,2550,5100,15,3519.18,0,0,0,gold,5.0
49046GA0700027,Anthem Silver Pathway Guided Access 5350 ($0 Virtual PCP+$0 Select Drugs),HMO,False,5350,10700,20,3577.53,0,0,0,silver,1.0
49046GA0700019,Anthem Gold Pathway Guided Access 1350 ($0 Virtual PCP+$0 Select Drugs),HMO,False,1350,2700,10,4084.77,0,0,0,gold,5.0
49046GA0700060,Anthem Silver Pathway Guided Access 5900/40%,HMO,False,5900,11800,40,3592.1,0,0,0,silver,1.0
49046GA0700008,Anthem Silver Pathway Guided Access 4500 ($0 Virtual PCP+$0 Select Drugs),HMO,False,4500,9000,25,3598.41,0,0,0,silver,1.0
49046GA0700006,Anthem Silver Pathway Guided Access 2500 ($0 Virtual PCP+$0 Select Drugs),HMO,False,2500,5000,25,3730.87,0,0,0,silver,1.0
49046GA0700017,Anthem Silver Pathway Guided Access 3900 ($0 Virtual PCP+$0 Select Drugs),HMO,False,3900,7800,25,3632.07,0,0,0,silver,1.0
49046GA0700054,Anthem Silver Pathway PCP Copay Choice 4000 ($0 Virtual PCP+$0 Select Drugs),HMO,False,4000,8000,30,3443.7,0,0,0,silver,1.0
49046GA0700055,Anthem Gold Pathway PCP Copay Choice 1200 ($0 Virtual PCP+$0 Select Drugs),HMO,False,1200,2400,20,3857.72,0,0,0,gold,5.0
60224GA0020002,Core Gold 1500 $10 Generic Drugs Adult Vision & Fitness,HMO,False,1500,3000,25,4520.07,0,0,0,gold,5.0
60224GA0010014,Healthy Heart Gold 1500 $0 Select Drugs & Specialized Services,HMO,False,1500,3000,30,4652.29,0,0,0,gold,5.0
60224GA0010002,Core Gold 1500 $10 Generic Drugs,HMO,False,1500,3000,25,4489.73,0,0,0,gold,5.0
60224GA0020012,Diabetes Gold 1100 $0 Select Drugs & Specialized Services Adult Vision & Fitness,HMO,False,1100,2200,30,4775.19,0,0,0,gold,5.0
60224GA0010012,Diabetes Gold 1100 $0 Select Drugs & Specialized Services,HMO,False,1100,2200,30,4744.84,0,0,0,gold,5.0
60224GA0010011,Gold 1500 $15 Generic Drugs,HMO,False,1500,3000,25,4611.59,0,0,0,gold,5.0
60224GA0020014,Healthy Heart Gold 1500 $0 Select Drugs & Specialized Services Adult Vision & Fitness,HMO,False,1500,3000,30,4682.73,0,0,0,gold,5.0
60224GA0020011,Gold 1500 $15 Generic Drugs Adult Vision & Fitness,HMO,False,1500,3000,25,4641.96,0,0,0,gold,5.0
60224GA0010003,Low Premium Silver 6000 $3 Generic Drugs,HMO,False,6000,12000,40,3572.31,0,0,0,silver,1.0
60224GA0010010,Silver 5000 $20 Generic Drugs,HMO,False,5000,10000,40,3659.52,0,0,0,silver,1.0
60224GA0020010,Silver 5000 $20 Generic Drugs Adult Vision & Fitness,HMO,False,5000,10000,40,3689.87,0,0,0,silver,1.0
60224GA0020003,Low Premium Silver 6000 $3 Generic Drugs Adult Vision & Fitness,HMO,False,6000,12000,40,3602.67,0,0,0,silver,1.0
60224GA0010016,HDHP Preventive Silver 5500 $0 Select Drugs,HMO,True,5500,11000,0,4101.22,0,0,0,silver,1.0
60224GA0020013,Diabetes Silver 4000 $0 Select Drugs & Specialized Services Adult Vision & Fitness,HMO,False,4000,8000,50,3755.36,0,0,0,silver,1.0
60224GA0010013,Diabetes Silver 4000 $0 Select Drugs & Specialized Services,HMO,False,4000,8000,50,3725.01,0,0,0,silver,1.0
60224GA0020015,Healthy Heart Silver 4500 $0 Select Drugs & Specialized Services Adult Vision & Fitness,HMO,False,4500,9000,50,3717.01,0,0,0,silver,1.0
60224GA0010015,Healthy Heart Silver 4500 $0 Select Drugs & Specialized Services,HMO,False,4500,9000,50,3686.58,0,0,0,silver,1.0
58081GA0010079,Silver 5000 HSA Off Exchange,HMO,True,5000,10000,0,2660.48,50,0,0,silver,1.0
58081GA0010075,Silver 3500 HSA Off Exchange,HMO,True,3500,7000,20,2641.05,50,0,0,silver,1.0
58081GA0010074,Silver 3000 Off Exchange,HMO,False,3000,6000,25,2704.82,50,0,0,silver,1.0
58081GA0010081,Gold 0 Off Exchange,HMO,False,0,0,20,3707.75,50,0,0,gold,5.0
58081GA0010078,Silver 5000 Off Exchange,HMO,False,5000,10000,30,2648.26,50,0,0,silver,1.0
58081GA0010082,Buena Salud Dorado 1500 (fuera del mercado),HMO,False,1500,3000,30,3505.69,50,0,0,gold,5.0
58081GA0010080,Silver 7000 Off Exchange,HMO,False,7000,14000,25,2617.51,50,0,0,silver,1.0
58081GA0010085,Gold 3525 HSA Off Exchange,HMO,True,3525,7050,0,3419.76,50,0,0,gold,5.0
58081GA0010084,Gold 2000 Off Exchange,HMO,False,2000,4000,20,3560.02,50,0,0,gold,5.0
58081GA0010086,Gold 4000 Off Exchange,HMO,False,4000,8000,25,3338.73,50,0,0,gold,5.0
58081GA0010083,Gold 1500 MultiCondition Care Off Exchange,HMO,False,1500,3000,30,3538.46,50,0,0,gold,5.0
58081GA0010077,Silver 3750 MultiCondition Care Off Exchange,HMO,False,3750,7500,40,2690.36,50,0,0,silver,1.0
58081GA0010076,Buena Salud Plateado 3750 (fuera del mercado),HMO,False,3750,7500,35,2670.69,50,0,0,silver,1.0
58081GA0010035,Gold Elite Saver Plus,HMO,False,0,0,20,3677.59,50,0,0,gold,5.0
58081GA0010045,Silver Simple Diabetes,HMO,False,6500,13000,50,3143.81,50,0,0,silver,1.0
58081GA0010053,Gold Classic Standard,HMO,False,1500,3000,25,3379.04,50,0,0,gold,5.0
58081GA0010025,Silver Simple PCP Saver,HMO,False,5750,11500,40,3115.43,50,0,0,silver,1.0
58081GA0010055,Buena Salud Plateado Estandar Clasico,HMO,False,5000,10000,40,3120.42,50,0,0,silver,1.0
58081GA0010052,Silver Classic Standard,HMO,False,5000,10000,40,3120.42,50,0,0,silver,1.0
58081GA0010015,Silver Simple,HMO,False,4400,8800,50,3133.48,50,0,0,silver,1.0
58081GA0010030,Silver Elite Saver Plus,HMO,False,0,0,50,3169.47,50,0,0,silver,3.0
89942GA0050022,KP GA Signature Gold 1000 Ded/500 Rx Ded,HMO,False,1000,2000,30,3444.15,0,20,0,gold,5.0
89942GA0050016,KP GA Signature Gold 500 Ded/500 Rx Ded,HMO,False,500,1000,30,3496.0,0,20,0,gold,5.0
89942GA0050027,KP GA Signature Gold 2000 Ded/500 Rx Ded,HMO,False,2000,4000,35,3192.32,0,20,0,gold,5.0
89942GA0050017,KP GA Signature Silver 3400 Ded/500 Rx Ded,HMO,False,3400,6800,40,3273.08,0,30,0,silver,1.0
89942GA0050025,KP GA Signature Silver 4500/35,HMO,False,4500,9000,35,3171.44,0,35,0,silver,1.0
89942GA0050031,KP GA Signature Silver Virtual Complete 5000,HMO,False,5000,10000,30,3034.53,0,40,0,silver,1.0
89942GA0070016,KP GA Signature Gold 500 Ded/500 Rx Ded,HMO,False,500,1000,30,3505.77,0,20,0,gold,5.0
89942GA0070022,KP GA Signature Gold 1000 Ded/500 Rx Ded,HMO,False,1000,2000,30,3453.79,0,20,0,gold,5.0
89942GA0070027,KP GA Signature Gold 2000 Ded/500 Rx Ded,HMO,False,2000,4000,35,3201.26,0,20,0,gold,5.0
89942GA0070033,KP GA Signature Silver Virtual Complete 5500,HMO,False,5500,11000,40,2677.62,0,50,0,silver,1.0
89942GA0070025,KP GA Signature Silver 4500/35,HMO,False,4500,9000,35,2896.73,0,35,0,silver,1.0
89942GA0070017,KP GA Signature Silver 3400 Ded/500 Rx Ded,HMO,False,3400,6800,40,2989.57,0,30,0,silver,1.0
89942GA0070031,KP GA Signature Silver Virtual Complete 5000,HMO,False,5000,10000,30,2771.76,0,40,0,silver,1.0
89942GA0150004,KP GA Signature Standard Silver 5000/40,HMO,False,5000,10000,40,2852.15,0,40,0,silver,1.0
89942GA0130004,KP GA Signature Standard Silver 5000/40,HMO,False,5000,10000,40,3122.64,0,40,0,silver,1.0
89942GA0130002,KP GA Signature Standard Gold 1500/30,HMO,False,1500,3000,25,3381.18,0,30,0,gold,5.0
89942GA0150002,KP GA Signature Standard Gold 1500/30,HMO,False,1500,3000,25,3390.65,0,30,0,gold,5.0
43802GA0040030,UHC Gold Standard,HMO,False,1500,3000,25,4995.89,25,0,0,gold,5.0
43802GA0040031,UHC Silver Copay Focus $0 Indiv Med Ded,HMO,False,0,0,30,4651.88,30,0,0,silver,3.0
43802GA0040036,UHC Silver Standard,HMO,False,5000,10000,40,4605.57,40,0,0,silver,1.0
43802GA0040034,UHC Silver Value ($3 Tier 2 Rx),HMO,False,3000,6000,40,4631.64,40,0,0,silver,1.0
43802GA0040044,UHC Silver Advantage ($3 Tier 2 Rx),HMO,False,2750,5500,30,4653.58,30,0,0,silver,1.0
43802GA0040045,UHC Gold Value,HMO,False,1500,3000,20,4915.51,20,0,0,gold,5.0
43802GA0040054,UHC Gold Advantage,HMO,False,1100,2200,20,5183.58,20,0,0,gold,5.0
43802GA0070001,"UHC Silver Advantage+ ($3 Tier 2 Rx, Dental + Vision)",HMO,False,2750,5500,30,4770.27,30,0,0,silver,1.0
43802GA0040047,UHC Gold Copay Focus $0 Indiv Med Ded,HMO,False,0,0,45,5125.83,45,0,0,gold,5.0
43802GA0070004,"UHC Silver Value+ ($3 Tier 2 Rx, Dental + Vision)",HMO,False,3000,6000,40,4748.37,40,0,0,silver,1.0
43802GA0070005,UHC Gold Advantage+ (Dental + Vision),HMO,False,1100,2200,20,5285.99,20,0,0,gold,5.0
43802GA0040049,"UHC Silver-X Advantage $2,750 Indiv Ded ($3 Tier 2 Rx) (Off-Exchange Only)",HMO,False,2750,5500,30,4039.48,30,0,0,silver,1.0
43802GA0040053,UHC Silver-X Copay Focus $0 Indiv Med Ded (Off-Exchange Only),HMO,False,0,0,30,4150.95,30,0,0,silver,3.0
43802GA0040052,UHC Silver-X Value HSA (Off-Exchange Only),HMO,True,3300,6600,30,3931.32,30,0,0,silver,1.0
43802GA0040051,UHC Silver-X Standard (Off-Exchange Only),HMO,False,5000,10000,40,4027.86,40,0,0,silver,1.0
43802GA0040050,UHC Silver-X Value ($3 Tier 2 Rx) (Off-Exchange Only),HMO,False,3000,6000,40,3960.53,50,0,0,silver,1.0
82824GA0110025,Silver S: Aetna network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care,HMO,False,5000,10000,40,3565.04,10,10,0,silver,1.0
82824GA0110030,Gold 3 Advanced: Aetna network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care,HMO,False,895,1790,45,4310.51,10,10,0,gold,5.0
82824GA0110013,Silver 5 Advanced: Aetna network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care,HMO,False,7495,14990,50,3545.18,10,10,0,silver,1.0
82824GA0110019,Gold S: Aetna network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care,HMO,False,1500,3000,25,4328.77,10,10,0,gold,5.0
82824GA0110039,Silver 10 Advanced: $0 PCP + Aetna network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care,HMO,False,0,0,0,3728.7,10,10,0,silver,3.0
82824GA0110040,Silver 10 Advanced: $0 PCP + Aetna network + $0 MinuteClinic + Adult Dental + Vision,HMO,False,0,0,0,3895.05,10,10,0,silver,3.0
82824GA0110036,Gold 10 Advanced: $0 PCP + Aetna network + $0 MinuteClinic + Adult Dental + Vision,HMO,False,0,0,0,4803.76,10,10,0,gold,5.0
82824GA0110035,Gold 10 Advanced: $0 PCP + Aetna network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care,HMO,False,0,0,0,4598.6,10,10,0,gold,5.0
82824GA0110038,Gold 3 Advanced: Aetna network + $0 MinuteClinic + Adult Dental + Vision,HMO,False,895,1790,45,4502.83,10,10,0,gold,5.0
82824GA0110042,Silver S: Aetna network + $0 MinuteClinic + $0 CVS Health Virtual Primary Care + Adult Dental+Vision,HMO,False,5000,10000,40,3724.09,10,10,0,silver,1.0
