id,name,plan_type,hsa_eligible,individual_medical_deductible,family_medical_deductible,plan_coinsurance,premium,child_eyewear,child_eye_exam,child_dental,level,plan_levels
70893GA0060014,Standard Gold SELECT Wellstar,HMO,False,1500,3000,25,974.13,0,0,0,gold,5.0
70893GA0060013,Standard Silver SELECT Wellstar,HMO,False,5000,10000,40,934.15,0,0,0,silver,1.0
70893GA0010077,Standard Silver,HMO,False,5000,10000,40,1016.95,0,0,0,silver,1.0
70893GA0010074,Elite Gold,HMO,False,0,0,30,1186.29,0,0,0,gold,5.0
70893GA0010071,Everyday Gold,HMO,False,750,1500,35,1056.4,0,0,0,gold,5.0
70893GA0010078,Standard Gold,HMO,False,1500,3000,25,1060.47,0,0,0,gold,5.0
70893GA0030017,Complete Silver + Vision + Adult Dental,HMO,False,6000,12000,40,1057.91,0,0,0,silver,1.0
70893GA0030070,Focused Silver + Vision + Adult Dental,HMO,False,6300,12600,50,1055.2,0,0,0,silver,1.0
70893GA0030020,Complete Gold + Vision + Adult Dental,HMO,False,1450,2900,20,1118.95,0,0,0,gold,5.0
70893GA0030074,Clear Gold + Vision + Adult Dental,HMO,False,900,1800,30,1069.59,0,0,0,gold,5.0
70893GA0030071,Everyday Gold + Vision + Adult Dental,HMO,False,750,1500,35,1086.58,0,0,0,gold,5.0
70893GA0030077,Standard Silver + Vision + Adult Dental,HMO,False,5000,10000,40,1046.0,0,0,0,silver,1.0
70893GA0030078,Standard Gold + Vision + Adult Dental,HMO,False,1500,3000,25,1090.77,0,0,0,gold,5.0
70893GA0030075,Elite Gold + Vision + Adult Dental,HMO,False,0,0,30,1220.19,0,0,0,gold,5.0
70893GA0010017,Complete Silver,HMO,False,6000,12000,40,1028.52,0,0,0,silver,1.0
70893GA0010020,Complete Gold,HMO,False,1450,2900,20,1087.87,0,0,0,gold,5.0
70893GA0010068,Clear Silver with $0 Insulin Options,HMO,False,6500,13000,0,1008.96,0,0,0,silver,1.0
70893GA0010070,Focused Silver,HMO,False,6300,12600,50,1025.89,0,0,0,silver,1.0
70893GA0010073,Clear Gold,HMO,False,900,1800,30,1039.89,0,0,0,gold,5.0
15105GA0020008,Connect Silver 7000 Indiv Med Deductible,HMO,False,7000,14000,50,1164.13,0,0,0,silver,1.0
15105GA0020007,Connect Silver 5000 Indiv Med Deductible,HMO,False,5000,10000,40,1174.44,0,0,0,silver,1.0
15105GA0020006,Connect Silver 3700 Indiv Med Deductible,HMO,False,3700,7400,40,1166.02,0,0,0,silver,1.0
15105GA0020010,Connect Silver 2700 Indiv Med Deductible Enhanced Diabetes Care,HMO,False,2700,5400,40,1173.9,0,0,0,silver,1.0
15105GA0020012,Connect Gold 500 Indiv Med Deductible,HMO,False,500,1000,20,1540.81,0,0,0,gold,5.0
45495GA0040006,Ambetter Health Solutions Gold 2500,EPO,False,2500,5000,20,1122.53,0,0,0,gold,
45495GA0040005,Ambetter Health Solutions Gold 1500,EPO,False,1500,3000,20,1144.61,0,0,0,gold,
45495GA0040011,Ambetter Health Solutions Silver 4500,EPO,False,4500,9000,30,905.68,0,0,0,silver,
45495GA0040007,Ambetter Health Solutions Gold 3000,EPO,False,3000,6000,20,1070.49,0,0,0,gold,
45495GA0040008,Ambetter Health Solutions Gold 3500,EPO,False,3500,7000,20,1110.46,0,0,0,gold,
45495GA0040010,Ambetter Health Solutions Silver 3500,EPO,False,3500,7000,30,927.19,0,0,0,silver,
45495GA0040009,Ambetter Health Solutions Silver 1350,EPO,False,1350,2700,50,975.32,0,0,0,silver,
45495GA0040012,Ambetter Health Solutions Silver 5500,EPO,False,5500,11000,50,930.25,0,0,0,silver,
45495GA0040014,Ambetter Health Solutions Silver HSA 4000,EPO,True,4000,8000,20,917.9,0,0,0,silver,
45495GA0040013,Ambetter Health Solutions Silver Copay HSA 4000,EPO,True,4000,8000,30,914.69,0,0,0,silver,
45495GA0050005,Ambetter Health Solutions Gold 1500 + Vision + Adult Dental,EPO,False,1500,3000,20,1177.65,0,0,0,gold,
45495GA0050006,Ambetter Health Solutions Gold 2500 + Vision + Adult Dental,EPO,False,2500,5000,20,1154.93,0,0,0,gold,
45495GA0050008,Ambetter Health Solutions Gold 3500 + Vision + Adult Dental,EPO,False,3500,7000,20,1142.52,0,0,0,gold,
45495GA0050007,Ambetter Health Solutions Gold 3000 + Vision + Adult Dental,EPO,False,3000,6000,20,1101.39,0,0,0,gold,
45495GA0050009,Ambetter Health Solutions Silver 1350 + Vision + Adult Dental,EPO,False,1350,2700,50,1003.47,0,0,0,silver,
45495GA0050012,Ambetter Health Solutions Silver 5500 + Vision + Adult Dental,EPO,False,5500,11000,50,957.11,0,0,0,silver,
45495GA0050010,Ambetter Health Solutions Silver 3500 + Vision + Adult Dental,EPO,False,3500,7000,30,953.96,0,0,0,silver,
45495GA0050013,Ambetter Health Solutions Silver Copay HSA 4000 + Vision + Adult Dental,EPO,True,4000,8000,30,941.1,0,0,0,silver,
45495GA0050014,Ambetter Health Solutions Silver HSA 4000 + Vision + Adult Dental,EPO,True,4000,8000,20,944.41,0,0,0,silver,
45495GA0050011,Ambetter Health Solutions Silver 4500 + Vision + Adult Dental,EPO,False,4500,9000,30,931.82,0,0,0,silver,
45334GA0020001,Anthem Silver Blue Value 3500 ($0 Virtual Visits + $0 Select Drugs),HMO,False,3500,7000,40,955.51,0,0,0,silver,1.0
45334GA0020002,Anthem Silver Blue Value 4000 ($0 Virtual Visits + $0 Select Drugs),HMO,False,4000,8000,40,943.78,0,0,0,silver,1.0
45334GA0020004,Anthem Silver Blue Value 4500 ($0 Virtual Visits + $0 Select Drugs),HMO,False,4500,9000,40,940.51,0,0,0,silver,1.0
45334GA0020012,Anthem Silver Blue Value 5900/40%,HMO,False,5900,11800,40,945.86,0,0,0,silver,1.0
45334GA0020005,Anthem Gold Blue Value 2550 ($0 Virtual Visits + $0 Select Drugs),HMO,False,2550,5100,15,1086.87,0,0,0,gold,5.0
49046GA0700027,Anthem Silver Pathway Guided Access 5350 ($0 Virtual PCP+$0 Select Drugs),HMO,False,5350,10700,20,1104.9,0,0,0,silver,1.0
49046GA0700019,Anthem Gold Pathway Guided Access 1350 ($0 Virtual PCP+$0 Select Drugs),HMO,False,1350,2700,10,1261.56,0,0,0,gold,5.0
49046GA0700060,Anthem Silver Pathway Guided Access 5900/40%,HMO,False,5900,11800,40,1109.4,0,0,0,silver,1.0
49046GA0700008,Anthem Silver Pathway Guided Access 4500 ($0 Virtual PCP+$0 Select Drugs),HMO,False,4500,9000,25,1111.35,0,0,0,silver,1.0
49046GA0700006,Anthem Silver Pathway Guided Access 2500 ($0 Virtual PCP+$0 Select Drugs),HMO,False,2500,5000,25,1152.25,0,0,0,silver,1.0
49046GA0700017,Anthem Silver Pathway Guided Access 3900 ($0 Virtual PCP+$0 Select Drugs),HMO,False,3900,7800,25,1121.74,0,0,0,silver,1.0
49046GA0700054,Anthem Silver Pathway PCP Copay Choice 4000 ($0 Virtual PCP+$0 Select Drugs),HMO,False,4000,8000,30,1063.56,0,0,0,silver,1.0
49046GA0700055,Anthem Gold Pathway PCP Copay Choice 1200 ($0 Virtual PCP+$0 Select Drugs),HMO,False,1200,2400,20,1191.43,0,0,0,gold,5.0
60224GA0020002,Core Gold 1500 $10 Generic Drugs Adult Vision & Fitness,HMO,False,1500,3000,25,1395.99,0,0,0,gold,5.0
60224GA0010014,Healthy Heart Gold 1500 $0 Select Drugs & Specialized Services,HMO,False,1500,3000,30,1436.83,0,0,0,gold,5.0
60224GA0010002,Core Gold 1500 $10 Generic Drugs,HMO,False,1500,3000,25,1386.62,0,0,0,gold,5.0
60224GA0020012,Diabetes Gold 1100 $0 Select Drugs & Specialized Services Adult Vision & Fitness,HMO,False,1100,2200,30,1474.79,0,0,0,gold,5.0
60224GA0010012,Diabetes Gold 1100 $0 Select Drugs & Specialized Services,HMO,False,1100,2200,30,1465.41,0,0,0,gold,5.0
60224GA0010011,Gold 1500 $15 Generic Drugs,HMO,False,1500,3000,25,1424.26,0,0,0,gold,5.0
60224GA0020014,Healthy Heart Gold 1500 $0 Select Drugs & Specialized Services Adult Vision & Fitness,HMO,False,1500,3000,30,1446.23,0,0,0,gold,5.0
60224GA0020011,Gold 1500 $15 Generic Drugs Adult Vision & Fitness,HMO,False,1500,3000,25,1433.63,0,0,0,gold,5.0
60224GA0010003,Low Premium Silver 6000 $3 Generic Drugs,HMO,False,6000,12000,40,1103.29,0,0,0,silver,1.0
60224GA0010010,Silver 5000 $20 Generic Drugs,HMO,False,5000,10000,40,1130.22,0,0,0,silver,1.0
60224GA0020010,Silver 5000 $20 Generic Drugs Adult Vision & Fitness,HMO,False,5000,10000,40,1139.59,0,0,0,silver,1.0
60224GA0020003,Low Premium Silver 6000 $3 Generic Drugs Adult Vision & Fitness,HMO,False,6000,12000,40,1112.66,0,0,0,silver,1.0
60224GA0010016,HDHP Preventive Silver 5500 $0 Select Drugs,HMO,True,5500,11000,0,1266.63,0,0,0,silver,1.0
60224GA0020013,Diabetes Silver 4000 $0 Select Drugs & Specialized Services Adult Vision & Fitness,HMO,False,4000,8000,50,1159.82,0,0,0,silver,1.0
60224GA0010013,Diabetes Silver 4000 $0 Select Drugs & Specialized Services,HMO,False,4000,8000,50,1150.44,0,0,0,silver,1.0
60224GA0020015,Healthy Heart Silver 4500 $0 Select Drugs & Specialized Services Adult Vision & Fitness,HMO,False,4500,9000,50,1147.97,0,0,0,silver,1.0
60224GA0010015,Healthy Heart Silver 4500 $0 Select Drugs & Specialized Services,HMO,False,4500,9000,50,1138.58,0,0,0,silver,1.0
58081GA0010079,Silver 5000 HSA Off Exchange,HMO,True,5000,10000,0,821.67,50,0,0,silver,1.0
58081GA0010075,Silver 3500 HSA Off Exchange,HMO,True,3500,7000,20,815.67,50,0,0,silver,1.0
58081GA0010074,Silver 3000 Off Exchange,HMO,False,3000,6000,25,835.37,50,0,0,silver,1.0
58081GA0010081,Gold 0 Off Exchange,HMO,False,0,0,20,1145.12,50,0,0,gold,5.0
58081GA0010078,Silver 5000 Off Exchange,HMO,False,5000,10000,30,817.9,50,0,0,silver,1.0
58081GA0010082,Buena Salud Dorado 1500 (fuera del mercado),HMO,False,1500,3000,30,1082.71,50,0,0,gold,5.0
58081GA0010080,Silver 7000 Off Exchange,HMO,False,7000,14000,25,808.4,50,0,0,silver,1.0
58081GA0010085,Gold 3525 HSA Off Exchange,HMO,True,3525,7050,0,1056.17,50,0,0,gold,5.0
58081GA0010084,Gold 2000 Off Exchange,HMO,False,2000,4000,20,1099.49,50,0,0,gold,5.0
58081GA0010086,Gold 4000 Off Exchange,HMO,False,4000,8000,25,1031.14,50,0,0,gold,5.0
58081GA0010083,Gold 1500 MultiCondition Care Off Exchange,HMO,False,1500,3000,30,1092.83,50,0,0,gold,5.0
58081GA0010077,Silver 3750 MultiCondition Care Off Exchange,HMO,False,3750,7500,40,830.91,50,0,0,silver,1.0
58081GA0010076,Buena Salud Plateado 3750 (fuera del mercado),HMO,False,3750,7500,35,824.83,50,0,0,silver,1.0
58081GA0010035,Gold Elite Saver Plus,HMO,False,0,0,20,1135.8,50,0,0,gold,5.0
